suburb_postcode,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,is_up2
ERMINGTON,990000,990000,990000,990000,1388000,1358000,1305000,1305000,101984.646175567,124465.663493547,124323.167591564,140019.839864055,1286583.33333333,1253416.66666667,1202500,1186666.66666667,1316750,1285000,1257500,1265000,10400868055.5556,15491701388.8889,15456250000,19605555555.5556,243040.779220779,558732.352941177,1000681.81818182,1848750,18.9088514055204,1,1,0
ERSKINE PARK,670000,685000,685000,685000,776500,762500,762500,752500,37084.6207641688,28730.6698301465,30283.0398077868,27577.1644662754,736291.666666667,740583.333333333,730250,719500,754750,756250,736750,721000,1375269097.22222,825451388.888889,917062500,760500000,138760.12987013,328055.882352941,602045.454545455,1088250,44.0555703038427,0,1,0
ERSKINEVILLE,1112000,1150000,1150000,1150000,1440000,1351000,1310501,1290000,103113.497517972,77297.3772382781,73071.6313810462,63770.4215656966,1300564.66666667,1261083.5,1227625.25,1200000,1307750.5,1297500,1225000,1160000,10632393370.3889,5974884527.91667,5339463312.6875,4066666666.66667,245521.398181818,559620.664705882,1012409.36363636,1802500,8.2235210097706,0,1,0
ESCHOL PARK,540000,540000,540000,540000,629000,629000,601000,578000,33392.4150881105,33891.9852865934,26051.6314268416,17913.3717900592,584312.5,583000,564750,552666.666666667,598000,589500,559000,540000,1115053385.41667,1148666666.66667,678687500,320888888.888889,110200,259088.235294118,467090.909090909,838500,46.2887679424145,0,0,1
ETTALONG BEACH,630000,656000,656000,656000,934500,934500,934500,790000,88803.7469296764,95076.9881756651,102857.531931308,54713.3946630581,742437.5,780208.333333333,776375,723666.666666667,719000,757500,757500,725000,7886105468.75,9039633680.55556,10579671875,2993555555.55556,139697.792207792,346272.058823529,652545.454545455,1101750,39.3014247620768,0,0,1
EVANS HEAD,445000,565000,565000,565000,740000,740000,665000,665000,81941.3826523096,61559.5917248753,38790.3016229573,41899.3502999218,564229.166666667,627500,613750,621666.666666667,560625,612500,612500,635000,6714390190.97222,3789583333.33333,1504687500,1755555555.55556,105866.038961039,278441.176470588,503181.818181818,950000,564.899973091007,1,1,0
FAIRFIELD WEST,605000,605000,605000,605000,770000,770000,770000,725000,45618.6021008852,56043.6337944721,60313.2448140539,51545.0180802072,729104.166666667,718666.666666667,699750,676333.333333333,744875,740500,712000,699000,2081056857.63889,3140888888.88889,3637687500,2656888888.88889,137659.74025974,319923.529411765,584363.636363636,1044500,28.5777264546101,0,0,0
FAIRFIELD,643500,643500,643500,643500,895000,895000,832500,800000,66375.3400284239,88801.9409822906,81844.6508636942,68995.5715165031,770791.666666667,770083.333333333,735625,703333.333333333,786500,791500,733250,666500,4405685763.88889,7885784722.22222,6698546875,4760388888.88889,145529.74025974,344564.705882353,617795.454545455,1094125,28.5777264546101,0,0,0
FAIRLIGHT,1751000,1870000,1870000,1870000,2586500,2575000,2575000,2465000,239802.562741148,223491.548435779,271903.015797913,243390.404266251,2229291.66666667,2278166.66666667,2277500,2178333.33333333,2217500,2279500,2332500,2200000,57505269097.2222,49948472222.2222,73931250000,59238888888.8889,419548.961038961,1010300,1905454.54545455,3350000,7.35859751210174,0,1,0
FAIRY MEADOW,711250,760000,760000,760000,955000,815000,810000,810000,63917.6580757531,24094.7204913349,22776.0839478607,21602.4689946929,817791.666666667,793333.333333333,782500,790000,812500,805000,780000,800000,4085467013.88889,580555555.555555,518750000,466666666.666667,154377.597402597,350264.705882353,636363.636363636,1175000,74.6570417002442,1,1,0
FARMBOROUGH HEIGHTS,602000,637500,637500,637500,712500,712500,700000,660000,34434.1914623629,28722.8132326901,25023.4265239595,10069.2049779955,660125,672500,659375,645833.333333333,650500,672500,650000,640000,1185713541.66667,825000000,626171875,101388888.888889,124355.454545455,298029.411764706,543295.454545455,969375,15203.2192252038,0,1,0
FAULCONBRIDGE,615000,622500,622500,622500,745000,745000,745000,745000,41163.0185630527,40814.6215630298,44750.6983185738,50180.2307244153,675041.666666667,689500,680500,686666.666666667,668000,688750,677250,692500,1694394097.22222,1665833333.33333,2002625000,2518055555.55556,127179.090909091,305050,557477.272727273,1043125,68.4881508469403,1,0,1
FERN BAY,572000,620000,620000,620000,700000,700000,700000,700000,35723.7665987225,30600.4720370273,30611.4766060051,32667.5169957355,635250,655166.666666667,652750,659500,631250,645500,645500,658500,1276187500,936388888.888889,937062500,1067166666.66667,119581.428571429,289044.117647059,534113.636363636,999625,120.20207763633,1,0,1
FIGTREE,657500,700000,700000,700000,776000,755000,750000,750000,29291.8741102185,19720.2659436654,19202.8643696715,21602.4689946929,721333.333333333,728333.333333333,722500,720000,721000,727500,720000,710000,858013888.888889,388888888.888889,368750000,466666666.666667,135921.818181818,322029.411764706,594090.909090909,1092500,75.7828317044823,1,0,0
FINLEY,118000,118000,118000,118000,197000,193000,170000,154000,25920.1618757805,27888.6737762842,21170.4392963396,15584.8929700813,164475,157075,141750,132333.333333333,168750,162000,139500,125000,671854791.666667,777778125,448187500,242888888.888889,31143.1298701299,70954.7058823529,120181.818181818,207500,558.155828340463,0,0,0
FIVE DOCK,1400000,1400000,1400000,1400000,1920000,1920000,1920000,1600000,149367.991467382,156676.5289449,188522.545070875,86723.058576649,1692625,1634916.66666667,1620500,1520666.66666667,1700000,1613750,1581000,1562000,22310796875,24547534722.2222,35540750000,7520888888.88889,319725.584415584,727217.647058824,1362181.81818182,2331000,11.3572503724529,0,0,0
FLETCHER,542500,565000,590000,590000,680000,680000,680000,656250,45541.6857273519,39649.6155578952,34339.4702747436,27086.5382719083,608333.333333333,617708.333333333,636562.5,622083.333333333,607500,607500,638125,620000,2074045138.88889,1572092013.88889,1179199218.75,733680555.555556,114529.87012987,271823.529411765,526420.454545455,942187.5,113.842127332287,0,0,1
FLINDERS,625000,710000,722500,727500,815000,760000,760000,760000,52837.4571208721,18224.1064405242,14684.1751555884,14766.7042888911,719375,734583.333333333,735000,739166.666666667,725000,728750,728750,730000,2791796875,332118055.555556,215625000,218055555.555556,135345.454545455,324029.411764706,600113.636363636,1108125,89.7788970092549,1,1,0
FORBES,187500,237000,237000,237000,285000,285000,285000,285000,23001.9247383054,14782.9199491245,17966.5487782156,20270.3943940144,244625,255916.666666667,255125,257333.333333333,249250,252500,249250,250000,529088541.666667,218534722.222222,322796875,410888888.888889,46025.5844155844,113150,210318.181818182,398000,321.626144123204,1,0,0
FOREST HILL,252425,253500,253500,253500,391500,375000,375000,375000,48762.1378675066,46109.8477069222,48497.9058826255,54568.5094374239,317285.416666667,321083.333333333,336625,330333.333333333,325000,330250,359000,362500,2377746089.40972,2126118055.55556,2352046875,2977722222.22222,59788.3441558442,141582.352941176,282659.090909091,525875,376.480432576609,1,0,0
FORESTVILLE,1382500,1382500,1382500,1382500,1822500,1702500,1520000,1450000,135910.177650126,106545.536691543,53730.0835193842,28868.475693893,1550083.33333333,1494416.66666667,1437625,1410166.66666667,1516750,1481750,1424000,1398000,18471576388.8889,11351951388.8889,2886921875,833388888.888889,292845.064935065,665232.352941177,1186795.45454545,2132125,11.2729558876016,0,0,0
FORRESTERS BEACH,735500,787500,787500,787500,1040000,990000,990000,871510,86781.7322141206,65244.4093177509,72194.7714086692,39024.536725843,868774.5,878632.333333333,879502.5,842670,863750,870255,870255,869000,7531069046.08333,4256832947.22222,5212085018.75,1522914466.66667,163717.224935065,388106.388235294,725933.636363636,1243630,51.12428426835,0,1,0
FORSTER,445000,509750,509750,509750,600000,600000,585000,585000,48025.1805696762,28166.3276606818,27571.143769347,31824.3879228913,533062.5,563291.666666667,553687.5,553250,546500,565000,560000,565000,2306417968.75,793342013.888889,760167968.75,1012791666.66667,100152.792207792,248658.823529412,449715.909090909,811062.5,216.021966196863,0,1,1
FRENCHS FOREST,1228000,1228000,1228000,1228000,1705000,1609000,1461100,1450000,134939.53275449,122085.216140203,93722.7560414225,90854.278930604,1524050,1438100,1372900,1343500,1516000,1455550,1401250,1352500,18208677500,14904800000,8783955000,8254500000,288363.194805195,641640,1141390.90909091,2070750,12.2849268684309,0,0,0
FRESHWATER,1958500,2137500,2137500,2137500,2900000,2900000,2400000,2392500,255879.026864042,252294.746058829,122693.214971326,114085.494257596,2341916.66666667,2382666.66666667,2274000,2232000,2346250,2346250,2279250,2166000,65474076388.8889,63652638888.8889,15053625000,13015500000,441185.584415584,1063426.47058824,1882295.45454545,3404625,9.61050689931701,0,0,1
GATESHEAD,379500,438725,438725,438725,470000,470000,470000,455000,29802.4493161729,12516.8254816822,12734.3700153364,7389.94248962737,429727.083333333,454870.833333333,450931.25,444575,432862.5,455250,447500,440000,888185985.243056,156670920.138889,162164179.6875,54611250,80775.1623376623,201145.588235294,370735.227272727,667181.25,106.023085133387,0,1,0
GEORGES HALL,803000,803000,803000,803000,958500,915000,910000,847500,38969.2720828433,40297.504747675,38186.0167469717,20413.7753054701,890750,868833.333333333,851375,831833.333333333,900000,870000,846250,845000,1518604166.66667,1623888888.88889,1458171875,416722222.222222,168240.12987013,385558.823529412,703931.818181818,1258875,25.5419524446975,0,0,0
GEORGETOWN,526500,587500,587500,587500,691000,662500,662000,662000,55026.4722829814,34284.8565534244,30064.5139658036,32575.5532058424,610572.916666667,627416.666666667,610500,616500,607500,630000,596250,600000,3027912651.90972,1175451388.88889,903875000,1061166666.66667,114875.12987013,278141.176470588,500681.818181818,940250,114.582905759832,1,0,1
GERRINGONG,710000,865000,865000,865000,1100000,1100000,930000,920000,95640.022422043,79062.4313789777,26597.4035386915,22943.1664965603,865166.666666667,930416.666666667,899375,889166.666666667,872500,902500,901250,882500,9147013888.88889,6250868055.55556,707421875,526388888.888889,162530.38961039,412294.117647059,737840.909090909,1329375,106.386068663295,0,1,0
GILGANDRA,119250,119250,119250,119250,235000,165000,165000,165000,28958.9253536606,13521.3950833485,16523.0662635602,18778.3119582139,150729.166666667,142625,142437.5,140750,143000,143000,142750,138000,838619357.638889,182828125,273011718.75,352625000,28548.4415584416,62827.9411764706,115772.727272727,204375,347.555739992603,0,0,1
GILLIESTON HEIGHTS,419000,470000,479500,479500,510000,510000,501250,501250,25434.6504000394,13481.2755949378,8437.96295026234,8903.02695092455,469479.166666667,488625,487937.5,489916.666666667,474750,485500,485500,489000,646921440.972222,181744791.666667,71199218.75,79263888.8888889,88306.8181818182,215302.941176471,397693.181818182,729437.5,139.191379030523,0,1,1
GIRRAWEEN,715000,715000,715000,790000,1080000,920000,797495,797495,92344.0086817208,68116.8145184351,33824.7182868904,3322.65038117999,878395.416666667,816915.833333333,773373.75,792831.666666667,896500,794247.5,790500,791000,8527415939.40972,4639900420.13889,1144111567.1875,11040005.5555556,166254.406493507,362923.176470588,627748.863636364,1190871.25,28.1235376213611,1,0,1
GLADESVILLE,1510000,1510000,1510000,1510000,2312500,2275000,1936500,1936500,228783.964539815,247365.114759539,157737.519316109,174156.219782381,1914791.66666667,1897500,1752500,1725833.33333333,1884500,1884500,1781750,1731000,52342102430.5556,61189500000,24881125000,30330388888.8889,361336.103896104,851332.352941177,1460522.72727273,2695375,12.6530725834869,1,0,0
GLEBE,1412500,1412500,1412500,1412500,2700000,2700000,1625000,1625000,368302.630370701,441235.048534855,81975.1296125843,87090.3107252593,1852236.45833333,1745416.66666667,1505625,1524166.66666667,1735500,1580000,1492500,1535000,135646827537.977,194688368055.556,6719921875,7584722222.22222,350943.097402597,782264.705882353,1217159.09090909,2233125,7.03429664470747,0,1,1
GLEDSWOOD HILLS,746500,757500,757500,757500,864000,864000,864000,853500,38432.5482356933,37293.2262243725,42629.765129543,39217.3431022552,796958.333333333,810416.666666667,819375,804500,793750,801250,828000,802500,1477060763.88889,1390784722.22222,1817296875,1538000000,150094.935064935,357685.294117647,676772.727272727,1219500,15203.2192252038,0,0,1
GLEN ALPINE,785000,785000,785000,785000,920000,920000,900000,850000,38614.7954876826,48140.7802411035,43499.2816032633,26770.6306736817,853958.333333333,857916.666666667,836250,815000,857500,866250,830000,810000,1491102430.55556,2317534722.22222,1892187500,716666666.666667,161049.350649351,380514.705882353,688863.636363636,1216250,58.3603587400797,0,1,0
GLEN INNES,153500,153500,153500,190000,225000,215000,215000,215000,21016.3213690905,21444.5343981994,24182.5737877505,10801.2344973464,200541.666666667,196916.666666667,192125,205000,207500,204000,200000,210000,441685763.888889,459868055.555556,584796875,116666666.666667,37830.6493506493,86591.1764705882,152772.727272727,302500,462.182323635215,1,1,0
GLENBROOK,792500,792500,792500,792500,1070000,1070000,1070000,862500,81765.4601207013,92563.0415806799,105126.41200003,30482.2352636198,916962.5,918000,893750,835000,927500,910250,856250,850000,6685590468.75,8567916666.66667,11051562500,929166666.666667,172985.857142857,408761.764705882,746704.545454545,1249375,59.0654914705619,0,0,1
GLENDALE,383000,417000,417000,417000,495000,495000,495000,495000,34882.8396206501,26607.3559169055,30954.3514711583,32779.5668061675,449250,474416.666666667,468625,461500,443250,486000,481250,472500,1216812500,707951388.888889,958171875,1074500000,84486.1038961039,210273.529411765,387886.363636364,706125,109.351570729066,0,1,0
GLENDENNING,583500,635000,635000,635000,695000,695000,660000,655000,27873.7543319079,19790.5701450632,10917.302780449,8993.8250421547,654791.666666667,657000,646750,642333.333333333,657500,657500,646000,637000,776946180.555556,391666666.666667,119187500,80888888.8888889,123427.597402597,290847.058823529,530454.545454545,964000,40.0191761641593,0,1,0
GLENFIELD PARK,287000,323500,323500,323500,343500,343500,343500,337500,14831.6946660409,6829.77549655429,7552.9381700104,5720.33410057684,326250,333250,333625,330333.333333333,328750,333750,333750,330000,219979166.666667,46645833.3333333,57046875,32722222.2222222,61471.8181818182,147223.529411765,274500,499000,380.479338103496,0,0,0
GLENFIELD,655000,655000,655000,655000,790000,790000,763500,680000,46682.4935959224,55688.6184262298,42092.9032023214,10303.7210107158,721875,723166.666666667,692250,668500,723750,721750,675250,670500,2179255208.33333,3101222222.22222,1771812500,106166666.666667,136198.311688312,322091.176470588,573295.454545455,1005125,36.0221707659647,0,0,1
GLENHAVEN,1260000,1260000,1260000,1260000,1825000,1825000,1825000,1825000,178075.397577044,180703.870708098,205927.778602111,235194.95459441,1563333.33333333,1574333.33333333,1557500,1575000,1609250,1572500,1572500,1640000,31710847222.2222,32653888888.8889,42406250000,55316666666.6667,294463.246753247,696735.294117647,1286818.18181818,2457500,34.4902977164979,1,1,0
GLENMORE PARK,690000,690000,690000,690000,816500,816500,771000,771000,34116.8335771849,39181.9119265794,33433.4693832393,33071.4714251154,750500,753833.333333333,740125,730166.666666667,746500,758000,749750,729500,1163958333.33333,1535222222.22222,1117796875,1093722222.22222,141521.428571429,334161.764705882,611954.545454545,1115500,54.042960738967,1,0,0
GLENROY,333000,333000,343000,343000,373000,365000,365000,365000,12083.9619089381,9975.40377907359,8774.96438739212,8993.8250421547,350312.5,348291.666666667,352000,354333.333333333,348000,346875,350000,355000,146022135.416667,99508680.5555556,77000000,80888888.8888889,66065.2597402598,153138.235294118,286363.636363636,526000,453.985125850965,0,1,1
